"response","time_taken","conf_level","choice_reason","sample_size","p_value","age","academic_study","gender","beta","sigma","id"
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"FALSE",35,1,"123",100,0.903,3,5,"Female",-0.75,5,343
"FALSE",37,1,"12",100,0.903,3,5,"Female",-0.75,5,343
"FALSE",37,1,"12",100,0.0927,3,5,"Female",-1.25,5,343
"FALSE",75,1,"1",100,0.9403,3,5,"Female",-1.5,12,343
"FALSE",27,1,"123",300,0.5707,3,5,"Female",-0.1,5,343
"TRUE",66,1,"123",300,0.0895,3,5,"Female",0.4,5,343
"TRUE",37,1,"123",300,0.0234,3,5,"Female",-0.7,5,343
"TRUE",30,1,"123",300,1e-04,3,5,"Female",0.7,5,343
"TRUE",31,1,"123",300,0,3,5,"Female",1,5,343
"FALSE",24,1,"123",300,0,3,5,"Female",1,5,343
"TRUE",27,1,"123",300,0.0013,3,5,"Female",-1.5,5,343
"TRUE",30,1,"123",300,0,3,5,"Female",1.5,5,343
"FALSE",30,1,"123",300,0.2873,3,5,"Female",0,12,343
"TRUE",140,1,"123",300,0.0012,3,5,"Female",0.8,12,343
"TRUE",31,1,"123",300,0.0012,3,5,"Female",0.8,12,343
"FALSE",46,1,"123",300,0.0839,3,5,"Female",-0.8,12,343
"FALSE",40,1,"123",300,0.0035,3,5,"Female",-1.75,12,343
"FALSE",59,1,"1",300,1e-04,3,5,"Female",1.75,12,343
"TRUE",37,1,"123",300,1e-04,3,5,"Female",1.75,12,343
"FALSE",25,1,"123",300,6e-04,3,5,"Female",1.75,12,343
"FALSE",43,1,"1",300,0.0017,3,5,"Female",2.3,12,343
"FALSE",168,1,"1",300,0,3,5,"Female",3.5,12,343
"TRUE",32,1,"123",300,0,3,5,"Female",-3.5,12,343
"FALSE",35,1,"123",100,0.903,3,5,"Female",-0.75,5,343
"FALSE",37,1,"12",100,0.903,3,5,"Female",-0.75,5,343
"FALSE",37,1,"12",100,0.0927,3,5,"Female",-1.25,5,343
"FALSE",75,1,"1",100,0.9403,3,5,"Female",-1.5,12,343
"FALSE",27,1,"123",300,0.5707,3,5,"Female",-0.1,5,343
"TRUE",66,1,"123",300,0.0895,3,5,"Female",0.4,5,343
"TRUE",37,1,"123",300,0.0234,3,5,"Female",-0.7,5,343
"TRUE",30,1,"123",300,1e-04,3,5,"Female",0.7,5,343
"TRUE",31,1,"123",300,0,3,5,"Female",1,5,343
"FALSE",24,1,"123",300,0,3,5,"Female",1,5,343
"TRUE",27,1,"123",300,0.0013,3,5,"Female",-1.5,5,343
"TRUE",30,1,"123",300,0,3,5,"Female",1.5,5,343
"FALSE",30,1,"123",300,0.2873,3,5,"Female",0,12,343
"TRUE",140,1,"123",300,0.0012,3,5,"Female",0.8,12,343
"TRUE",31,1,"123",300,0.0012,3,5,"Female",0.8,12,343
"FALSE",46,1,"123",300,0.0839,3,5,"Female",-0.8,12,343
"FALSE",40,1,"123",300,0.0035,3,5,"Female",-1.75,12,343
"FALSE",59,1,"1",300,1e-04,3,5,"Female",1.75,12,343
"TRUE",37,1,"123",300,1e-04,3,5,"Female",1.75,12,343
"FALSE",25,1,"123",300,6e-04,3,5,"Female",1.75,12,343
"FALSE",43,1,"1",300,0.0017,3,5,"Female",2.3,12,343
"FALSE",168,1,"1",300,0,3,5,"Female",3.5,12,343
"TRUE",32,1,"123",300,0,3,5,"Female",-3.5,12,343
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"FALSE",35,1,"123",100,0.903,3,5,"Female",-0.75,5,343
"FALSE",37,1,"12",100,0.903,3,5,"Female",-0.75,5,343
"FALSE",37,1,"12",100,0.0927,3,5,"Female",-1.25,5,343
"FALSE",75,1,"1",100,0.9403,3,5,"Female",-1.5,12,343
"FALSE",27,1,"123",300,0.5707,3,5,"Female",-0.1,5,343
"TRUE",66,1,"123",300,0.0895,3,5,"Female",0.4,5,343
"TRUE",37,1,"123",300,0.0234,3,5,"Female",-0.7,5,343
"TRUE",30,1,"123",300,1e-04,3,5,"Female",0.7,5,343
"TRUE",31,1,"123",300,0,3,5,"Female",1,5,343
"FALSE",24,1,"123",300,0,3,5,"Female",1,5,343
"TRUE",27,1,"123",300,0.0013,3,5,"Female",-1.5,5,343
"TRUE",30,1,"123",300,0,3,5,"Female",1.5,5,343
"FALSE",30,1,"123",300,0.2873,3,5,"Female",0,12,343
"TRUE",140,1,"123",300,0.0012,3,5,"Female",0.8,12,343
"TRUE",31,1,"123",300,0.0012,3,5,"Female",0.8,12,343
"FALSE",46,1,"123",300,0.0839,3,5,"Female",-0.8,12,343
"FALSE",40,1,"123",300,0.0035,3,5,"Female",-1.75,12,343
"FALSE",59,1,"1",300,1e-04,3,5,"Female",1.75,12,343
"TRUE",37,1,"123",300,1e-04,3,5,"Female",1.75,12,343
"FALSE",25,1,"123",300,6e-04,3,5,"Female",1.75,12,343
"FALSE",43,1,"1",300,0.0017,3,5,"Female",2.3,12,343
"FALSE",168,1,"1",300,0,3,5,"Female",3.5,12,343
"TRUE",32,1,"123",300,0,3,5,"Female",-3.5,12,343
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
"FALSE",25,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",26,3,"2",300,0.2873,4,5,"Male",0,12,344
"FALSE",35,3,"2",300,0.2255,4,5,"Male",0,12,344
"TRUE",15,3,"2",300,0.0012,4,5,"Male",0.8,12,344
"FALSE",29,3,"2",300,0.108,4,5,"Male",0.8,12,344
"FALSE",65,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"FALSE",16,3,"2",300,6e-04,4,5,"Male",1.75,12,344
"TRUE",20,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"FALSE",34,3,"2",300,0.0014,4,5,"Male",-2.3,12,344
"TRUE",37,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",17,3,"2",300,0,4,5,"Male",-3.5,12,344
"TRUE",25,3,"2",300,0,4,5,"Male",3.5,12,344
"TRUE",23,3,"2",100,0.0036,4,5,"Male",-0.25,5,344
"FALSE",19,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",24,3,"2",100,0.5453,4,5,"Male",-0.25,5,344
"FALSE",56,3,"2",100,9e-04,4,5,"Male",0.75,5,344
"FALSE",15,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",7,3,"2",100,0.1235,4,5,"Male",0.75,5,344
"FALSE",44,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",79,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",20,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"FALSE",18,3,"2",100,0.1034,4,5,"Male",1.25,5,344
"TRUE",28,3,"3",100,6e-04,4,5,"Male",-1.75,5,344
"TRUE",18,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"FALSE",12,3,"2",100,1e-04,4,5,"Male",-1.75,5,344
"TRUE",29,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",15,3,"2",100,0,4,5,"Male",2.75,5,344
"TRUE",11,3,"2",100,0,4,5,"Male",-2.75,5,344
"TRUE",69,3,"3",100,0,4,5,"Male",2.75,5,344
"FALSE",19,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",42,3,"2",100,0.9403,4,5,"Male",-1.5,12,344
"FALSE",61,3,"2",100,0.1297,4,5,"Male",1.5,12,344
"FALSE",26,3,"2",100,0.0539,4,5,"Male",3.5,12,344
"TRUE",15,3,"2",100,0,4,5,"Male",4.5,12,344
"TRUE",23,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",22,3,"3",100,0,4,5,"Male",-6,12,344
"TRUE",20,3,"2",300,0.0013,4,5,"Male",-1.5,5,344
"TRUE",16,3,"2",300,0.0067,4,5,"Male",1.5,5,344
